"ci" "10753277" "4" "Friday, July 16, 2010 01:25:06 UTC" 32.673 -115.9183 2.5 8.1 35.0 "Southern California"
"uu" "07160114" "2" "Friday, July 16, 2010 01:14:12 UTC" 44.5582 -110.3608 1.0 0.7 9.0 "Yellowstone National Park, Wyoming"
"ci" "10753269" "6" "Friday, July 16, 2010 01:10:51 UTC" 31.8048 -114.8267 2.9 10.0 5.0 "Gulf of California"
"ci" "10753261" "6" "Friday, July 16, 2010 01:09:06 UTC" 33.435 -116.9308 1.1 5.6 46.0 "Southern California"
"nc" "71425965" "0" "Friday, July 16, 2010 01:00:45 UTC" 38.8297 -122.7637 1.2 1.2 8.0 "Northern California"
"ak" "10060495" "1" "Friday, July 16, 2010 00:59:44 UTC" 61.4795 -151.2523 1.8 69.8 17.0 "Southern Alaska"
"us" "2010yuag" "6" "Friday, July 16, 2010 00:48:51 UTC" 3.9793 125.8313 4.9 155.6 48.0 "Kepulauan Sangihe, Indonesia"
"nc" "71425935" "0" "Friday, July 16, 2010 00:34:09 UTC" 38.8308 -122.8105 1.1 1.7 18.0 "Northern California"
"uw" "07160024" "0" "Friday, July 16, 2010 00:24:21 UTC" 45.396 -123.4746 1.8 17.1 16.0 "Oregon"
"nc" "71425905" "1" "Friday, July 16, 2010 00:21:14 UTC" 38.8292 -122.8085 1.4 1.9 22.0 "Northern California"
"pr" "10197002" "0" "Friday, July 16, 2010 00:16:49 UTC" 19.493 -66.291 3.0 14.1 3.0 "Puerto Rico region"
"us" "2010yuab" "6" "Friday, July 16, 2010 00:06:44 UTC" 12.9648 -88.4817 4.9 68.3 103.0 "offshore El Salvador"
"ci" "10753197" "4" "Friday, July 16, 2010 00:05:15 UTC" 33.42 -116.8725 1.0 5.8 35.0 "Southern California"
"nc" "71425875" "0" "Friday, July 16, 2010 00:04:37 UTC" 38.8153 -122.813 1.1 3.1 17.0 "Northern California"
"ci" "10753189" "4" "Friday, July 16, 2010 00:03:35 UTC" 33.902 -116.298 1.0 13.1 20.0 "Southern California"
"nc" "71425835" "0" "Thursday, July 15, 2010 23:56:04 UTC" 38.8103 -122.8147 1.1 3.1 13.0 "Northern California"
"nc" "71425825" "8" "Thursday, July 15, 2010 23:54:20 UTC" 38.8153 -122.8157 3.8 2.4 78.0 "Northern California"
"ci" "10753173" "2" "Thursday, July 15, 2010 23:36:45 UTC" 34.3017 -116.4468 1.8 8.4 61.0 "Southern California"
"uw" "07152334" "1" "Thursday, July 15, 2010 23:34:10 UTC" 46.4973 -122.4323 1.4 19.5 24.0 "Washington"
"ci" "10753165" "4" "Thursday, July 15, 2010 23:13:51 UTC" 32.1473 -115.2085 3.0 5.8 21.0 "Baja California, Mexico"
"ak" "10060665" "2" "Thursday, July 15, 2010 23:08:26 UTC" 58.0673 -156.9081 1.6 1.8 10.0 "Alaska Peninsula"
