1402,2200016684326,E07BG14827
1404,2200030010380,E06BG36064
1406,2200016684326,E07BG14827
1444,2200015768348,E07BG12297
1726,2200030009738,E07BG14673
9969,2200017005823,E11BG28206
10047,2200041808032,P10A20484
10212,FIT00235661,30844443
10216,FIT00259875,30844380
10217,FIT00252244,30844355
10219,FIT00255130,30844433
10292,FIT00348702,30844441
