1962-07-16,0.340
1962-07-17,0.340
1962-07-18,0.340
1962-07-19,0.340
1962-07-20,0.283
1962-07-21,0.283
1962-07-22,0.283
1962-07-23,0.283
1962-07-24,0.283
1962-07-25,0.283
1962-07-26,0.283
1962-07-27,0.283
1962-07-28,0.283
1962-07-29,0.283
1962-07-30,0.283
1962-07-31,0.283
1962-08-01,0.283
1962-08-02,0.283
1962-08-03,0.340
1962-08-04,0.340
1962-08-05,0.311
1962-08-06,1.390
1962-08-07,1.700
1962-08-08,0.566
1962-08-09,0.396
1962-08-10,0.425
1962-08-11,0.425
1962-08-12,0.396
1962-08-13,0.396
1962-08-14,1.130
1962-08-15,0.963
1962-08-16,0.566
1962-08-17,0.934
1962-08-18,0.708
1962-08-19,0.595
1962-08-20,0.566
1962-08-21,0.566
1962-08-22,0.538
1962-08-23,0.566
1962-08-24,0.708
1962-08-25,0.566
1962-08-26,0.566
1962-08-27,0.595
1962-08-28,0.566
1962-08-29,0.538
1962-08-30,0.510
1962-08-31,0.481
1962-09-01,0.481
1962-09-02,0.453
1962-09-03,0.453
1962-09-04,0.623
1962-09-05,0.821
1962-09-06,0.708
1962-09-07,1.100
1962-09-08,0.623
1962-09-09,0.566
1962-09-10,0.878
1962-09-11,1.440
1962-09-12,1.420
1962-09-13,0.934
1962-09-14,0.934
1962-09-15,0.878
1962-09-16,0.821
1962-09-17,0.793
1962-09-18,0.736
1962-09-19,0.708
1962-09-20,0.623
1962-09-21,0.595
1962-09-22,0.595
1962-09-23,0.595
1962-09-24,0.566
1962-09-25,0.566
1962-09-26,0.595
1962-09-27,0.566
1962-09-28,0.680
1962-09-29,0.708
1962-09-30,4.250
1962-10-01,2.290
1962-10-02,1.780
1962-10-03,1.470
1962-10-04,1.270
1962-10-05,1.130
1962-10-06,1.050
1962-10-07,0.960
1962-10-08,0.910
1962-10-09,0.880
1962-10-10,0.850
1962-10-11,0.820
1962-10-12,0.790
1962-10-13,0.760
1962-10-14,0.740
1962-10-15,0.740
1962-10-16,0.710
1962-10-17,0.680
1962-10-18,0.650
1962-10-19,0.620
1962-10-20,0.620
1962-10-21,0.590
1962-10-22,0.590
1962-10-23,0.590
1962-10-24,0.570
1962-10-25,0.680
1962-10-26,0.760
1962-10-27,0.710
1962-10-28,0.650
1962-10-29,0.620
1962-10-30,2.210
1962-10-31,2.210
1962-11-01,2.550
1962-11-02,2.750
1962-11-03,3.540
1962-11-04,3.170
1962-11-05,3.400
1962-11-06,3.740
1962-11-07,3.370
1962-11-08,2.830
1962-11-09,2.490
1962-11-10,2.270
1962-11-11,2.100
1962-11-12,1.930
1962-11-13,1.760
1962-11-14,1.640
1962-11-15,1.560
1962-11-16,2.180
1962-11-17,3.260
1962-11-18,3.200
1962-11-19,2.830
1962-11-20,2.690
1962-11-21,2.610
1962-11-22,2.320
1962-11-23,2.410
1962-11-24,2.410
1962-11-25,2.210
1962-11-26,2.070
1962-11-27,1.980
1962-11-28,1.920
1962-11-29,1.810
1962-11-30,1.700
1962-12-01,1.610
1962-12-02,1.560
1962-12-03,1.470
1962-12-04,1.440
1962-12-05,1.390
1962-12-06,1.360
1962-12-07,1.270
1962-12-08,1.900
1962-12-09,2.490
1962-12-10,2.100
1962-12-11,2.490
1962-12-12,2.550
1962-12-13,2.240
1962-12-14,2.040
1962-12-15,1.950
1962-12-16,1.780
1962-12-17,1.700
1962-12-18,1.640
1962-12-19,1.530
1962-12-20,2.210
1962-12-21,2.120
1962-12-22,1.900
1962-12-23,1.760
1962-12-24,1.640
1962-12-25,1.560
1962-12-26,1.560
1962-12-27,1.610
1962-12-28,1.420
1962-12-29,1.420
1962-12-30,1.420
1962-12-31,1.420
