235047,19100101,"Weston Post Office, Trafalgar Road, Weston, Bath, c.1910?",51.396212,-2.390999
26036,19680711,"Clearing up after flood, Montrose Cottages, Weston",51.392126,-2.3871539999999998
24961,19420101,"Hungerford Road, Bath April 1942",51.384751000000001,-2.3831899999999999
